Entry	Status	Ensembl transcript	Gene names  (primary )	3D	Cross-reference (InterPro)	Organism
Q6IEG0	reviewed	ENST00000342415 [Q6IEG0-1];	SNRNP48	NMR spectroscopy (2)	IPR032845;IPR022776;IPR036236;	Homo sapiens (Human)
Q68D06	reviewed	ENST00000285013 [Q68D06-1];ENST00000526861 [Q68D06-1];ENST00000533791 [Q68D06-1];ENST00000534689 [Q68D06-2];ENST00000542635 [Q68D06-1];	SLFN13		IPR018647;IPR027417;IPR029684;IPR007421;IPR038461;IPR029679;	Homo sapiens (Human)
Q92994	reviewed	ENST00000327359 [Q92994-7];ENST00000379937 [Q92994-5];ENST00000392557 [Q92994-3];ENST00000440513 [Q92994-8];ENST00000446501 [Q92994-9];ENST00000547530 [Q92994-1];ENST00000548421 [Q92994-6];	BRF1		IPR029529;IPR011665;IPR013763;IPR036915;IPR000812;IPR013150;IPR013137;	Homo sapiens (Human)
Q96LD4	reviewed	ENST00000254816 [Q96LD4-1];	TRIM47		IPR001870;IPR043136;IPR013320;IPR042780;IPR000315;IPR001841;IPR013083;IPR017907;	Homo sapiens (Human)
Q9BX84	reviewed	ENST00000360774 [Q9BX84-1];ENST00000361255 [Q9BX84-3];ENST00000449912 [Q9BX84-2];	TRPM6		IPR005821;IPR011009;IPR004166;IPR029597;IPR041491;IPR032415;IPR037162;	Homo sapiens (Human)
Q9Y6X2	reviewed	ENST00000393045;	PIAS3	X-ray crystallography (1)	IPR027226;IPR023321;IPR038654;IPR003034;IPR036361;IPR004181;IPR013083;	Homo sapiens (Human)
P04156	reviewed	ENST00000379440 [P04156-1];ENST00000424424 [P04156-1];ENST00000430350 [P04156-1];ENST00000457586 [P04156-1];	PRNP	Electron microscopy (2); X-ray crystallography (25); NMR spectroscopy (33)	IPR000817;IPR036924;IPR022416;IPR025860;	Homo sapiens (Human)
Q9NQV7	reviewed	ENST00000296682;	PRDM9	X-ray crystallography (5)	IPR001909;IPR036051;IPR003655;IPR044417;IPR001214;IPR019041;IPR036236;IPR013087;	Homo sapiens (Human)
Q9NRG1	reviewed	ENST00000320152 [Q9NRG1-1];ENST00000376376 [Q9NRG1-3];ENST00000376378 [Q9NRG1-2];	PRTFDC1	X-ray crystallography (1)	IPR005904;IPR000836;IPR029057;	Homo sapiens (Human)
Q8IXW5	reviewed	ENST00000610020 [Q8IXW5-1];	RPAP2		IPR039693;IPR007308;IPR038534;	Homo sapiens (Human)
P00441	reviewed	ENST00000270142;	SOD1	Model (1); X-ray crystallography (116); NMR spectroscopy (9)	IPR036423;IPR024134;IPR018152;IPR001424;	Homo sapiens (Human)
Q9Y6E0	reviewed	ENST00000376547 [Q9Y6E0-1];ENST00000539966 [Q9Y6E0-2];	STK24	X-ray crystallography (34)	IPR011009;IPR000719;IPR017441;	Homo sapiens (Human)
Q9H040	reviewed	ENST00000008440 [Q9H040-3];ENST00000295050 [Q9H040-1];ENST00000391858 [Q9H040-2];	SPRTN	X-ray crystallography (3)	IPR006642;IPR044245;IPR006640;	Homo sapiens (Human)
Q14142	reviewed	ENST00000341469 [Q14142-1];ENST00000342043 [Q14142-1];ENST00000375098 [Q14142-1];	TRIM14	X-ray crystallography (1)	IPR001870;IPR043136;IPR003879;IPR013320;IPR006574;IPR003877;IPR044116;IPR000315;	Homo sapiens (Human)
Q9UDY6	reviewed	ENST00000259941 [Q9UDY6-2];ENST00000354038 [Q9UDY6-1];ENST00000376704 [Q9UDY6-2];ENST00000413055 [Q9UDY6-2];ENST00000416714 [Q9UDY6-2];ENST00000417411 [Q9UDY6-2];ENST00000426996 [Q9UDY6-1];ENST00000428611 [Q9UDY6-2];ENST00000431258 [Q9UDY6-1];ENST00000446013 [Q9UDY6-2];ENST00000447465 [Q9UDY6-2];ENST00000448645 [Q9UDY6-1];ENST00000449208 [Q9UDY6-1];ENST00000449742 [Q9UDY6-1];ENST00000451727 [Q9UDY6-1];ENST00000456988 [Q9UDY6-1];	TRIM10		IPR001870;IPR043136;IPR003879;IPR013320;IPR006574;IPR003877;IPR042784;IPR000315;IPR001841;IPR013083;IPR017907;	Homo sapiens (Human)
Q8WV44	reviewed	ENST00000315073 [Q8WV44-1];ENST00000351937 [Q8WV44-2];	TRIM41	NMR spectroscopy (1)	IPR001870;IPR043136;IPR003879;IPR013320;IPR006574;IPR003877;IPR042828;IPR000315;IPR001841;IPR013083;IPR017907;	Homo sapiens (Human)
Q6PJ69	reviewed	ENST00000269383;	TRIM65	Electron microscopy (2); X-ray crystallography (1)	IPR001870;IPR043136;IPR003879;IPR013320;IPR003877;IPR000315;IPR018957;IPR001841;IPR013083;IPR017907;	Homo sapiens (Human)
Q9NUP7	reviewed	ENST00000370141 [Q9NUP7-1];ENST00000482437 [Q9NUP7-2];	TRMT13		IPR007871;IPR039044;IPR022776;IPR021721;	Homo sapiens (Human)
Q9H477	reviewed	ENST00000302188 [Q9H477-1];	RBKS	X-ray crystallography (9)	IPR002173;IPR011877;IPR011611;IPR002139;IPR029056;	Homo sapiens (Human)
A1KZ92	reviewed	ENST00000356297 [A1KZ92-1];	PXDNL		IPR000483;IPR019791;IPR010255;IPR037120;IPR007110;IPR036179;IPR013783;IPR013098;IPR003599;IPR003598;IPR001611;IPR003591;IPR032675;IPR034824;IPR029610;IPR001007;	Homo sapiens (Human)
Q9UBZ9	reviewed	ENST00000258428 [Q9UBZ9-1];ENST00000393445 [Q9UBZ9-2];	REV1	X-ray crystallography (9); NMR spectroscopy (7)	IPR001357;IPR036420;IPR043502;IPR036775;IPR017961;IPR025527;IPR012112;IPR031991;IPR038401;IPR043128;IPR001126;	Homo sapiens (Human)
P24928	reviewed		POLR2A	Electron microscopy (10); X-ray crystallography (16); NMR spectroscopy (1)	IPR000722;IPR000684;IPR006592;IPR007080;IPR007066;IPR042102;IPR007083;IPR007081;IPR007075;IPR007073;IPR038593;IPR038120;	Homo sapiens (Human)
O00264	reviewed	ENST00000217971 [O00264-1];ENST00000535419 [O00264-2];	PGRMC1	X-ray crystallography (1)	IPR001199;IPR036400;	Homo sapiens (Human)
P60510	reviewed	ENST00000279387;ENST00000561610;	PPP4C		IPR004843;IPR029052;IPR006186;	Homo sapiens (Human)
P62273	reviewed	ENST00000245458 [P62273-1];ENST00000396020 [P62273-2];ENST00000556230 [P62273-1];	RPS29	Electron microscopy (54); X-ray crystallography (1)	IPR039744;IPR001209;IPR043140;IPR018271;	Homo sapiens (Human)
Q8NB12	reviewed	ENST00000419482;	SMYD1		IPR001214;IPR044418;IPR011990;IPR002893;	Homo sapiens (Human)
A6NLI5	reviewed	ENST00000617704;	TRIM64C		IPR001870;IPR043136;IPR003879;IPR013320;IPR003877;IPR000315;IPR001841;IPR013083;IPR017907;	Homo sapiens (Human)
P40126	reviewed	ENST00000377028 [P40126-1];ENST00000446125 [P40126-2];	DCT	X-ray crystallography (1)	IPR002227;IPR008922;	Homo sapiens (Human)
C9J798	reviewed	ENST00000465829;	RASA4B		IPR000008;IPR035892;IPR011993;IPR001849;IPR039360;IPR037777;IPR023152;IPR001936;IPR008936;IPR001562;	Homo sapiens (Human)
Q9BUD6	reviewed	ENST00000290902;ENST00000431380;ENST00000617421;	SPON2	X-ray crystallography (1)	IPR009465;IPR038678;IPR000884;IPR036383;IPR044004;	Homo sapiens (Human)
Q13485	reviewed	ENST00000342988;ENST00000398417;	SMAD4	X-ray crystallography (11)	IPR013790;IPR003619;IPR013019;IPR017855;IPR001132;IPR008984;IPR036578;	Homo sapiens (Human)
Q8IWU5	reviewed	ENST00000359930 [Q8IWU5-1];ENST00000467815 [Q8IWU5-2];ENST00000484875 [Q8IWU5-1];	SULF2		IPR017850;IPR014615;IPR024609;IPR024607;IPR000917;	Homo sapiens (Human)
Q8NDX5	reviewed	ENST00000494943 [Q8NDX5-1];ENST00000495893 [Q8NDX5-7];ENST00000497658 [Q8NDX5-5];	PHC3	X-ray crystallography (2)	IPR001660;IPR013761;IPR012313;IPR038603;	Homo sapiens (Human)
Q9NRR4	reviewed	ENST00000344624 [Q9NRR4-1];ENST00000511367 [Q9NRR4-1];ENST00000513349 [Q9NRR4-4];	DROSHA	Electron microscopy (4); X-ray crystallography (1); NMR spectroscopy (2)	IPR014720;IPR011907;IPR000999;IPR044442;IPR036389;	Homo sapiens (Human)
P30876	reviewed	ENST00000314595;ENST00000381227;	POLR2B	Electron microscopy (10)	IPR015712;IPR007120;IPR037033;IPR007121;IPR007644;IPR007642;IPR037034;IPR007645;IPR007646;IPR007647;IPR007641;IPR014724;	Homo sapiens (Human)
Q14249	reviewed	ENST00000372642;	ENDOG		IPR018524;IPR001604;IPR020821;IPR040255;	Homo sapiens (Human)
Q9NV35	reviewed	ENST00000258662;	NUDT15	X-ray crystallography (3)	IPR015797;IPR000086;	Homo sapiens (Human)
Q8TCT1	reviewed	ENST00000310544 [Q8TCT1-1];ENST00000413580 [Q8TCT1-3];ENST00000514112 [Q8TCT1-3];	PHOSPHO1		IPR036412;IPR023214;IPR016965;IPR006384;	Homo sapiens (Human)
P78364	reviewed	ENST00000543824;ENST00000544916;	PHC1	NMR spectroscopy (1)	IPR001660;IPR013761;IPR012313;IPR038603;	Homo sapiens (Human)
Q96G03	reviewed	ENST00000381967 [Q96G03-1];	PGM2		IPR005844;IPR016055;IPR005845;IPR005846;IPR005843;IPR036900;IPR016066;IPR005841;	Homo sapiens (Human)
O75792	reviewed	ENST00000221486;	RNASEH2A	X-ray crystallography (2)	IPR004649;IPR001352;IPR024567;IPR023160;IPR012337;IPR036397;	Homo sapiens (Human)
Q9BYW2	reviewed	ENST00000409792 [Q9BYW2-1];	SETD2	X-ray crystallography (16); NMR spectroscopy (4)	IPR006560;IPR003616;IPR001214;IPR044437;IPR042294;IPR013257;IPR038190;IPR035441;IPR001202;IPR036020;	Homo sapiens (Human)
Q9HCB6	reviewed	ENST00000576479;	SPON1	X-ray crystallography (4)	IPR002861;IPR042307;IPR009465;IPR038678;IPR000884;IPR036383;IPR044004;	Homo sapiens (Human)
P53611	reviewed	ENST00000319942;	RABGGTB	X-ray crystallography (5)	IPR001330;IPR026873;IPR008930;	Homo sapiens (Human)
Q99640	reviewed	ENST00000262300 [Q99640-1];ENST00000440027 [Q99640-2];ENST00000573944 [Q99640-3];ENST00000574385 [Q99640-3];ENST00000574730 [Q99640-4];	PKMYT1	X-ray crystallography (9)	IPR011009;IPR000719;IPR017441;IPR008271;IPR016235;	Homo sapiens (Human)
Q16647	reviewed	ENST00000244043;	PTGIS	X-ray crystallography (2)	IPR001128;IPR024204;IPR002403;IPR036396;IPR027286;	Homo sapiens (Human)
Q32P28	reviewed	ENST00000236040 [Q32P28-3];ENST00000296388 [Q32P28-1];ENST00000397054 [Q32P28-4];	P3H1		IPR005123;IPR039575;IPR039837;IPR006620;IPR011990;	Homo sapiens (Human)
Q9BVL4	reviewed	ENST00000380903;	SELENOO		IPR003846;	Homo sapiens (Human)
P38935	reviewed	ENST00000255078;	IGHMBP2	X-ray crystallography (2); NMR spectroscopy (2)	IPR003593;IPR035896;IPR041679;IPR041677;IPR014001;IPR027417;IPR001374;IPR036867;IPR034072;IPR004483;IPR000058;	Homo sapiens (Human)
Q8NFU7	reviewed	ENST00000373644;	TET1	X-ray crystallography (1)	IPR024779;IPR040175;IPR002857;	Homo sapiens (Human)
Q96BQ3	reviewed	ENST00000272395;	TRIM43		IPR001870;IPR043136;IPR003879;IPR013320;IPR003877;IPR000315;IPR001841;IPR013083;IPR017907;	Homo sapiens (Human)
P02788	reviewed	ENST00000231751 [P02788-1];ENST00000426532 [P02788-2];	LTF	X-ray crystallography (25); NMR spectroscopy (7)	IPR030684;IPR016357;IPR001156;IPR018195;	Homo sapiens (Human)
Q9UK80	reviewed	ENST00000289865 [Q9UK80-1];ENST00000368001 [Q9UK80-3];ENST00000368002 [Q9UK80-1];	USP21	X-ray crystallography (3)	IPR038765;IPR001394;IPR018200;IPR028889;	Homo sapiens (Human)
Q9NQH7	reviewed	ENST00000357137 [Q9NQH7-1];	XPNPEP3	X-ray crystallography (1)	IPR007865;IPR029149;IPR036005;IPR000994;	Homo sapiens (Human)
Q9ULD0	reviewed	ENST00000374103 [Q9ULD0-1];ENST00000419399 [Q9ULD0-2];ENST00000432695 [Q9ULD0-3];	OGDHL		IPR032106;IPR011603;IPR001017;IPR031717;IPR042179;IPR029061;IPR005475;	Homo sapiens (Human)
O75340	reviewed	ENST00000264933 [O75340-1];ENST00000505221 [O75340-3];ENST00000507528 [O75340-2];	PDCD6	X-ray crystallography (10)	IPR011992;IPR018247;IPR002048;	Homo sapiens (Human)
Q6ZVD8	reviewed	ENST00000393524 [Q6ZVD8-3];ENST00000568954 [Q6ZVD8-1];	PHLPP2		IPR001611;IPR003591;IPR032675;IPR036457;IPR001932;	Homo sapiens (Human)
Q96PD5	reviewed	ENST00000292609 [Q96PD5-2];ENST00000340880 [Q96PD5-1];	PGLYRP2		IPR036505;IPR002502;IPR015510;IPR006619;	Homo sapiens (Human)
P12955	reviewed	ENST00000244137 [P12955-1];ENST00000397032 [P12955-2];ENST00000436370 [P12955-3];	PEPD	X-ray crystallography (21)	IPR007865;IPR029149;IPR036005;IPR000994;IPR001131;	Homo sapiens (Human)
O75038	reviewed	ENST00000378486 [O75038-1];ENST00000419816 [O75038-1];ENST00000449969 [O75038-2];ENST00000620687 [O75038-1];ENST00000626246 [O75038-1];ENST00000627854 [O75038-2];	PLCH2		IPR000008;IPR035892;IPR011992;IPR018247;IPR002048;IPR011993;IPR001849;IPR001192;IPR028393;IPR017946;IPR015359;IPR000909;IPR001711;	Homo sapiens (Human)
Q5TC82	reviewed	ENST00000258349 [Q5TC82-1];ENST00000367694 [Q5TC82-2];ENST00000367696 [Q5TC82-1];	RC3H1	X-ray crystallography (5)	IPR032671;IPR041523;IPR027370;IPR000571;IPR036855;IPR001841;IPR013083;IPR017907;	Homo sapiens (Human)
Q9UJ41	reviewed	ENST00000284957 [Q9UJ41-2];ENST00000450873 [Q9UJ41-2];	RABGEF1	X-ray crystallography (8)	IPR041545;IPR003123;IPR037191;IPR002653;	Homo sapiens (Human)
Q9NWF9	reviewed	ENST00000389902 [Q9NWF9-1];ENST00000425013 [Q9NWF9-2];	RNF216		IPR002867;IPR044066;IPR013083;	Homo sapiens (Human)
Q9H2B2	reviewed	ENST00000255224 [Q9H2B2-1];ENST00000590752 [Q9H2B2-2];	SYT4	NMR spectroscopy (1)	IPR000008;IPR035892;IPR001565;IPR028683;	Homo sapiens (Human)
Q5T7P8	reviewed	ENST00000607941 [Q5T7P8-2];ENST00000609117 [Q5T7P8-2];ENST00000610222 [Q5T7P8-1];	SYT6		IPR000008;IPR035892;IPR001565;IPR028701;	Homo sapiens (Human)
P24557	reviewed	ENST00000336425 [P24557-1];ENST00000411653 [P24557-4];ENST00000425687 [P24557-2];ENST00000448866 [P24557-1];ENST00000458722 [P24557-3];	TBXAS1		IPR001128;IPR017972;IPR002401;IPR036396;	Homo sapiens (Human)
P13674	reviewed	ENST00000263556 [P13674-2];ENST00000307116 [P13674-1];ENST00000373008 [P13674-2];ENST00000394890 [P13674-1];ENST00000440381 [P13674-3];	P4HA1	X-ray crystallography (7)	IPR005123;IPR006620;IPR013547;IPR013026;IPR011990;IPR019734;	Homo sapiens (Human)
P05187	reviewed	ENST00000392027;	ALPP	X-ray crystallography (8)	IPR001952;IPR018299;IPR017850;	Homo sapiens (Human)
Q8N3J5	reviewed	ENST00000608933 [Q8N3J5-1];	PPM1K	X-ray crystallography (3)	IPR000222;IPR036457;IPR001932;	Homo sapiens (Human)
Q9UBF6	reviewed	ENST00000273480 [Q9UBF6-1];ENST00000393000 [Q9UBF6-3];ENST00000477012 [Q9UBF6-2];ENST00000480908 [Q9UBF6-4];	RNF7	NMR spectroscopy (1)	IPR001841;IPR013083;IPR024766;	Homo sapiens (Human)
P84022	reviewed	ENST00000327367 [P84022-1];ENST00000439724 [P84022-2];ENST00000537194 [P84022-4];ENST00000540846 [P84022-3];ENST00000679624 [P84022-3];ENST00000681239 [P84022-3];	SMAD3	X-ray crystallography (9); NMR spectroscopy (2)	IPR013790;IPR003619;IPR013019;IPR017855;IPR001132;IPR008984;IPR036578;	Homo sapiens (Human)
Q8NFT2	reviewed	ENST00000287908 [Q8NFT2-1];ENST00000394621 [Q8NFT2-1];ENST00000394622 [Q8NFT2-1];ENST00000394626 [Q8NFT2-2];ENST00000394629 [Q8NFT2-2];ENST00000394632 [Q8NFT2-3];	STEAP2		IPR013130;IPR036291;IPR028939;	Homo sapiens (Human)
Q658P3	reviewed	ENST00000393106 [Q658P3-1];ENST00000393107 [Q658P3-1];ENST00000393110 [Q658P3-2];	STEAP3	X-ray crystallography (2)	IPR013130;IPR036291;IPR028939;	Homo sapiens (Human)
O95932	reviewed	ENST00000202625 [O95932-1];ENST00000381423 [O95932-2];	TGM6		IPR013783;IPR014756;IPR038765;IPR002931;IPR036985;IPR023608;IPR013808;IPR008958;IPR036238;IPR001102;	Homo sapiens (Human)
P02787	reviewed	ENST00000402696;	TF	Electron microscopy (4); X-ray crystallography (44)	IPR030685;IPR016357;IPR001156;IPR018195;	Homo sapiens (Human)
O60858	reviewed	ENST00000356017 [O60858-3];ENST00000378182 [O60858-1];ENST00000420995 [O60858-1];ENST00000457662 [O60858-1];	TRIM13		IPR027370;IPR000315;IPR001841;IPR013083;IPR017907;	Homo sapiens (Human)
Q9C030	reviewed	ENST00000278302 [Q9C030-1];ENST00000380097 [Q9C030-2];ENST00000445329 [Q9C030-3];ENST00000506134 [Q9C030-3];ENST00000507320 [Q9C030-3];ENST00000515022 [Q9C030-3];	TRIM6		IPR001870;IPR043136;IPR003879;IPR013320;IPR006574;IPR035828;IPR003877;IPR027370;IPR000315;IPR001841;IPR013083;IPR017907;	Homo sapiens (Human)
P49643	reviewed	ENST00000274891 [P49643-2];ENST00000370687 [P49643-2];ENST00000615550 [P49643-1];	PRIM2	X-ray crystallography (12)	IPR016558;IPR007238;	Homo sapiens (Human)
Q8IXN7	reviewed	ENST00000431473;	RIMKLA		IPR011761;IPR013651;IPR013815;IPR004666;	Homo sapiens (Human)
Q9HA92	reviewed	ENST00000258955 [Q9HA92-1];ENST00000515221 [Q9HA92-2];	RSAD1		IPR034505;IPR006638;IPR010723;IPR004559;IPR007197;IPR023404;	Homo sapiens (Human)
Q9H4K7	reviewed	ENST00000370823 [Q9H4K7-1];	MTG2		IPR031167;IPR006073;IPR035101;IPR014100;IPR006169;IPR036726;IPR027417;IPR005225;	Homo sapiens (Human)
Q13224	reviewed	ENST00000609686;	GRIN2B	Model (3); X-ray crystallography (12)	IPR001828;IPR019594;IPR001508;IPR001320;IPR018884;IPR028082;	Homo sapiens (Human)
P49790	reviewed	ENST00000262077 [P49790-1];ENST00000537253 [P49790-3];ENST00000613258 [P49790-2];	NUP153	X-ray crystallography (5); NMR spectroscopy (4)	IPR026054;IPR013913;IPR018892;IPR001876;IPR036443;	Homo sapiens (Human)
Q9NPB1	reviewed	ENST00000389022;	NT5M	X-ray crystallography (21)	IPR010708;IPR036412;IPR023214;	Homo sapiens (Human)
Q96MF7	reviewed	ENST00000287437;ENST00000522563;	NSMCE2	NMR spectroscopy (1)	IPR026846;IPR004181;IPR013083;	Homo sapiens (Human)
Q99717	reviewed	ENST00000509297;ENST00000545279;ENST00000545620;	SMAD5	X-ray crystallography (2)	IPR013790;IPR003619;IPR013019;IPR017855;IPR001132;IPR008984;IPR036578;	Homo sapiens (Human)
Q5JTZ9	reviewed	ENST00000244571;	AARS2	X-ray crystallography (3)	IPR002318;IPR018162;IPR018165;IPR018164;IPR023033;IPR018163;IPR009000;IPR012947;	Homo sapiens (Human)
Q53T94	reviewed	ENST00000263663 [Q53T94-1];	TAF1B		IPR033599;IPR021752;	Homo sapiens (Human)
Q00403	reviewed	ENST00000370500;	GTF2B	Electron microscopy (9); X-ray crystallography (3); NMR spectroscopy (5)	IPR013763;IPR036915;IPR000812;IPR023486;IPR013150;IPR013137;	Homo sapiens (Human)
Q8IWZ5	reviewed	ENST00000286349 [Q8IWZ5-1];	TRIM42		IPR017903;IPR003961;IPR036116;IPR013783;IPR042765;IPR000315;IPR001841;IPR017907;	Homo sapiens (Human)
O14802	reviewed	ENST00000372371;	POLR3A	Electron microscopy (7)	IPR000722;IPR006592;IPR007080;IPR007066;IPR042102;IPR007083;IPR007081;IPR035698;IPR035697;IPR038120;	Homo sapiens (Human)
O43255	reviewed	ENST00000312960;	SIAH2	X-ray crystallography (1)	IPR018121;IPR004162;IPR008974;IPR001841;IPR013083;IPR013010;	Homo sapiens (Human)
Q02880	reviewed	ENST00000264331 [Q02880-1];ENST00000435706 [Q02880-2];	TOP2B	X-ray crystallography (11)	IPR012542;IPR003594;IPR036890;IPR020568;IPR014721;IPR028467;IPR001241;IPR013760;IPR002205;IPR013758;IPR013757;IPR013759;IPR013506;IPR018522;IPR031660;IPR006171;IPR034157;	Homo sapiens (Human)
O60260	reviewed	ENST00000366896 [O60260-6];ENST00000366897 [O60260-2];ENST00000366898 [O60260-1];ENST00000479615 [O60260-3];	PRKN	X-ray crystallography (10); NMR spectroscopy (4)	IPR002867;IPR003977;IPR041565;IPR044066;IPR000626;IPR029071;IPR041170;	Homo sapiens (Human)
Q5JRX3	reviewed	ENST00000224949 [Q5JRX3-1];ENST00000380989 [Q5JRX3-2];ENST00000451104 [Q5JRX3-3];	PITRM1	X-ray crystallography (3)	IPR011249;IPR011765;IPR007863;IPR013578;	Homo sapiens (Human)
O43374	reviewed	ENST00000262940 [O43374-1];ENST00000449970 [O43374-2];	RASA4		IPR000008;IPR035892;IPR011993;IPR001849;IPR039360;IPR037777;IPR023152;IPR001936;IPR008936;IPR001562;	Homo sapiens (Human)
P55895	reviewed	ENST00000311485;ENST00000618712;	RAG2		IPR011043;IPR015915;IPR004321;IPR025162;IPR011011;	Homo sapiens (Human)
Q9BRS2	reviewed	ENST00000379834;	RIOK1	Electron microscopy (6); X-ray crystallography (2)	IPR011009;IPR000687;IPR018935;IPR017407;	Homo sapiens (Human)
Q9NW08	reviewed	ENST00000228347 [Q9NW08-1];ENST00000539066 [Q9NW08-2];	POLR3B	Electron microscopy (7)	IPR015712;IPR007120;IPR037033;IPR007121;IPR007644;IPR007642;IPR037034;IPR007645;IPR007646;IPR007647;IPR007641;IPR014724;	Homo sapiens (Human)
P98170	reviewed	ENST00000355640;ENST00000371199;ENST00000434753;	XIAP	X-ray crystallography (59); NMR spectroscopy (7)	IPR001370;IPR042579;IPR001841;IPR013083;	Homo sapiens (Human)
Q8IVL6	reviewed	ENST00000290510 [Q8IVL6-1];	P3H3		IPR005123;IPR039575;IPR039839;IPR006620;	Homo sapiens (Human)
O00764	reviewed	ENST00000291565 [O00764-1];ENST00000468090 [O00764-2];	PDXK	X-ray crystallography (9)	IPR013749;IPR004625;IPR029056;	Homo sapiens (Human)
Q6ZRF8	reviewed	ENST00000377939 [Q6ZRF8-1];	RNF207		IPR039320;IPR000315;IPR018957;IPR001841;IPR013083;IPR017907;	Homo sapiens (Human)
Q9P2R7	reviewed	ENST00000643584 [Q9P2R7-1];ENST00000646932 [Q9P2R7-1];	SUCLA2	X-ray crystallography (1)	IPR011761;IPR013650;IPR013815;IPR005811;IPR017866;IPR034723;IPR005809;IPR016102;	Homo sapiens (Human)
Q8NBJ7	reviewed	ENST00000275607 [Q8NBJ7-2];ENST00000342190 [Q8NBJ7-3];ENST00000395435 [Q8NBJ7-5];ENST00000434526 [Q8NBJ7-1];	SUMF2	X-ray crystallography (1)	IPR016187;IPR005532;IPR042095;	Homo sapiens (Human)
O43548	reviewed	ENST00000220420 [O43548-1];ENST00000349114 [O43548-2];	TGM5		IPR013783;IPR014756;IPR038765;IPR002931;IPR036985;IPR023608;IPR013808;IPR008958;IPR036238;IPR001102;	Homo sapiens (Human)
O15344	reviewed	ENST00000317552 [O15344-1];ENST00000380779 [O15344-1];ENST00000380780 [O15344-1];ENST00000380782 [O15344-2];ENST00000380785 [O15344-1];ENST00000380787 [O15344-1];ENST00000453318 [O15344-1];	MID1	NMR spectroscopy (4)	IPR001870;IPR043136;IPR003649;IPR003879;IPR013320;IPR017903;IPR003961;IPR036116;IPR013783;IPR027727;IPR040859;IPR006574;IPR003877;IPR027370;IPR000315;IPR001841;IPR013083;IPR017907;	Homo sapiens (Human)
Q5EBN2	reviewed	ENST00000329314;	TRIM61		IPR000315;IPR001841;IPR013083;IPR017907;	Homo sapiens (Human)
Q9ULZ9	reviewed	ENST00000360564 [Q9ULZ9-1];ENST00000535291 [Q9ULZ9-2];	MMP17		IPR000585;IPR036375;IPR018487;IPR033739;IPR024079;IPR028726;IPR001818;IPR021190;IPR006026;IPR002477;IPR036365;	Homo sapiens (Human)
Q9Y6K5	reviewed	ENST00000228928;	OAS3	X-ray crystallography (1)	IPR018952;IPR038121;IPR026774;IPR006117;IPR043518;IPR006116;IPR043519;IPR002934;	Homo sapiens (Human)
Q9BXP8	reviewed	ENST00000367661 [Q9BXP8-2];ENST00000367662 [Q9BXP8-1];	PAPPA2		IPR013320;IPR036116;IPR006558;IPR011936;IPR000800;IPR043543;IPR026918;IPR008754;IPR035976;IPR000436;	Homo sapiens (Human)
P05109	reviewed	ENST00000368732;ENST00000368733;	S100A8	X-ray crystallography (8)	IPR011992;IPR018247;IPR002048;IPR001751;IPR013787;IPR028474;	Homo sapiens (Human)
Q9UBT2	reviewed	ENST00000246548 [Q9UBT2-1];ENST00000439527 [Q9UBT2-2];	UBA2	X-ray crystallography (8); NMR spectroscopy (1)	IPR000594;IPR028077;IPR023318;IPR030661;IPR032426;IPR035985;IPR018074;IPR033127;	Homo sapiens (Human)
O95487	reviewed	ENST00000265175 [O95487-1];ENST00000399100 [O95487-2];ENST00000504968 [O95487-3];	SEC24B	X-ray crystallography (1)	IPR029006;IPR007123;IPR036180;IPR006900;IPR036175;IPR006896;IPR012990;IPR041742;IPR036465;IPR006895;IPR036174;	Homo sapiens (Human)
O94855	reviewed	ENST00000280551 [O94855-1];	SEC24D	X-ray crystallography (6)	IPR029006;IPR007123;IPR036180;IPR006900;IPR036175;IPR006896;IPR012990;IPR041742;IPR036465;IPR006895;	Homo sapiens (Human)
Q9Y3Z3	reviewed	ENST00000262878 [Q9Y3Z3-4];ENST00000646066 [Q9Y3Z3-3];ENST00000646673 [Q9Y3Z3-1];ENST00000646869 [Q9Y3Z3-1];	SAMHD1	X-ray crystallography (56); NMR spectroscopy (1)	IPR003607;IPR006674;IPR001660;IPR013761;	Homo sapiens (Human)
Q53H47	reviewed	ENST00000358065 [Q53H47-1];ENST00000425863 [Q53H47-3];ENST00000430981 [Q53H47-2];	SETMAR	X-ray crystallography (4)	IPR041426;IPR003616;IPR007728;IPR001214;IPR001888;IPR036388;	Homo sapiens (Human)
P78330	reviewed	ENST00000275605;ENST00000395471;ENST00000437355;	PSPH	X-ray crystallography (6)	IPR036412;IPR023214;IPR023190;IPR004469;	Homo sapiens (Human)
Q8IW03	reviewed	ENST00000400405;	SIAH3		IPR018121;IPR004162;IPR008974;	Homo sapiens (Human)
P08237	reviewed	ENST00000312352 [P08237-1];ENST00000340802 [P08237-3];ENST00000359794 [P08237-1];ENST00000547587 [P08237-1];ENST00000550345 [P08237-1];ENST00000550924 [P08237-1];ENST00000551339 [P08237-1];ENST00000551804 [P08237-2];	PFKM	X-ray crystallography (1)	IPR009161;IPR022953;IPR041914;IPR015912;IPR000023;IPR035966;	Homo sapiens (Human)
