Organism	Gene Symbol	ID	Genetic Location	Genome Coordinates	Build	Associated Human Diseases	Abnormal Mouse Phenotypes	
mouse	n-TUtca2	MGI:4414022		Chr7:19035169-19035255 (+)	GRCm39	connective tissue disease	cellular | craniofacial | embryo | endocrine/exocrine glands | growth/size/body | hearing/vestibular/ear | limbs/digits/tail | mortality/aging | respiratory system | skeleton	
mouse	Nodal	MGI:97359		Chr10:61253751-61261117 (+)	GRCm39		behavior/neurological | cardiovascular system | cellular | craniofacial | digestive/alimentary system | embryo | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | liver/biliary system | mortality/aging | muscle | nervous system | reproductive system | respiratory system | vision/eye	
mouse	Nr4a3	MGI:1352457	Chr4 B2	Chr4:48045153-48086447 (+)	GRCm39		behavior/neurological | cellular | embryo | growth/size/body | hearing/vestibular/ear | mortality/aging | nervous system	
mouse	Nr6a1	MGI:1352459		Chr2:38613381-38816473 (-)	GRCm39		cardiovascular system | cellular | craniofacial | digestive/alimentary system | embryo | endocrine/exocrine glands | growth/size/body | homeostasis/metabolism | limbs/digits/tail | mortality/aging | nervous system | reproductive system | skeleton | vision/eye	
mouse	s2ga	MGI:3578186					embryo | mortality/aging	
mouse	S100a8	MGI:88244	Chr3 F1-F2	Chr3:90576378-90577341 (+)	GRCm39		embryo | mortality/aging	
mouse	Sepsecs	MGI:1098791		Chr5:52797429-52827050 (-)	GRCm39		behavior/neurological | embryo | growth/size/body | hematopoietic system | homeostasis/metabolism | integument | mortality/aging | respiratory system	
mouse	Serpind1	MGI:96051		Chr16:17149235-17161438 (+)	GRCm39		cardiovascular system | hematopoietic system | homeostasis/metabolism | mortality/aging | muscle	
mouse	Sf1	MGI:1095403	Chr19 B	Chr19:6413720-6428060 (+)	GRCm39		endocrine/exocrine glands | homeostasis/metabolism | mortality/aging | neoplasm | reproductive system	
mouse	Syna	MGI:2684898		Chr5:134587000-134589025 (-)	GRCm39		cardiovascular system | embryo | growth/size/body | integument | mortality/aging	
mouse	t6ga	MGI:3578188					embryo | mortality/aging	
mouse	Tefm	MGI:1915800		Chr11:80027504-80033001 (-)	GRCm39		cardiovascular system | cellular | embryo | growth/size/body | mortality/aging | muscle	
mouse	Tg(Tek-cre)12Flv	MGI:2136409		Chr13:68608050-68849395	GRCm39		mortality/aging	
mouse	Tln1	MGI:1099832		Chr4:43531513-43562583 (-)	GRCm39		cardiovascular system | digestive/alimentary system | embryo | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | mortality/aging	
mouse	Traip	MGI:1096377		Chr9:107827524-107849469 (+)	GRCm39		cellular | embryo | growth/size/body | mortality/aging	
mouse	Trim33	MGI:2137357		Chr3:103186609-103266086 (+)	GRCm39		embryo | endocrine/exocrine glands | growth/size/body | immune system | mortality/aging | nervous system | vision/eye	
mouse	Trit1	MGI:1914216		Chr4:122910390-122948742 (+)	GRCm39		mortality/aging	
mouse	Tubgcp4	MGI:1196293	Chr2 F1	Chr2:121001135-121029251 (+)	GRCm39		behavior/neurological | cellular | embryo | growth/size/body | homeostasis/metabolism | mortality/aging | nervous system | vision/eye	
mouse	Twnk	MGI:2137410		Chr19:44994102-45001201 (+)	GRCm39	Parkinson's disease	behavior/neurological | cardiovascular system | cellular | embryo | growth/size/body | homeostasis/metabolism | mortality/aging | muscle | nervous system	
mouse	Txnrd1	MGI:1354175		Chr10:82669785-82733546 (+)	GRCm39		behavior/neurological | cardiovascular system | cellular | embryo | growth/size/body | mortality/aging | nervous system | reproductive system	
mouse	Ugdh	MGI:1306785		Chr5:65570550-65593185 (-)	GRCm39		craniofacial | digestive/alimentary system | embryo | endocrine/exocrine glands | growth/size/body | mortality/aging | vision/eye	
mouse	Vegfa	MGI:103178		Chr17:46327919-46343295 (-)	GRCm39	amyotrophic lateral sclerosis type 1 | DiGeorge syndrome | newborn respiratory distress syndrome | psoriasis	behavior/neurological | cardiovascular system | cellular | craniofacial | digestive/alimentary system | embryo | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | limbs/digits/tail | liver/biliary system | mortality/aging | muscle | neoplasm | nervous system | renal/urinary system | reproductive system | respiratory system | skeleton | vision/eye	
mouse	Vps35l	MGI:1918767	Chr7 F3	Chr7:118339401-118440714 (+)	GRCm39		mortality/aging	
mouse	Vps41	MGI:1929215		Chr13:18901462-19050981 (+)	GRCm39		cellular | embryo | mortality/aging	
mouse	w3ga	MGI:3578182					embryo | mortality/aging	
mouse	Wdhd1	MGI:2443514		Chr14:47478401-47514314 (-)	GRCm39		cardiovascular system | cellular | embryo | endocrine/exocrine glands | growth/size/body | homeostasis/metabolism | liver/biliary system | mortality/aging | renal/urinary system	
mouse	Xrcc1	MGI:99137	Chr7 A3-B2	Chr7:24246124-24272863 (+)	GRCm39		behavior/neurological | cellular | embryo | endocrine/exocrine glands | growth/size/body | homeostasis/metabolism | mortality/aging | nervous system | reproductive system	
mouse	Zbtb17	MGI:107410	Chr4 E1	Chr4:141171984-141195248 (+)	GRCm39		cellular | embryo | endocrine/exocrine glands | growth/size/body | hematopoietic system | immune system | integument | mortality/aging | pigmentation	
mouse	Zc3h4	MGI:2682314		Chr7:16134835-16171621 (+)	GRCm39		cellular | embryo | growth/size/body | homeostasis/metabolism | integument | mortality/aging | pigmentation | reproductive system | vision/eye	
mouse	Zfr	MGI:1341890	Chr15 A	Chr15:12117917-12185769 (+)	GRCm39		embryo | growth/size/body | mortality/aging	
mouse	Zwint	MGI:1289227		Chr10:72490678-72510796 (+)	GRCm39		behavior/neurological | cellular | embryo | mortality/aging	
mouse	Pten	MGI:109583		Chr19:32734977-32803560 (+)	GRCm39	acute lymphoblastic leukemia | autism spectrum disorder | Bannayan-Riley-Ruvalcaba syndrome | brain disease | Cowden syndrome | endometrial cancer | fatty liver disease | hepatocellular carcinoma | intestinal pseudo-obstruction | macrocephaly-autism syndrome | persistent fetal circulation syndrome | prostate cancer | thyroid gland follicular carcinoma | urinary bladder cancer	adipose tissue | behavior/neurological | cardiovascular system | cellular | digestive/alimentary system | embryo | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | limbs/digits/tail | liver/biliary system | mortality/aging | muscle | neoplasm | nervous system | pigmentation | renal/urinary system | reproductive system | respiratory system | skeleton | taste/olfaction | vision/eye	
mouse	Ptpmt1	MGI:1913711	Chr2 E1	Chr2:90741057-90748395 (-)	GRCm39		cellular | embryo | endocrine/exocrine glands | growth/size/body | hematopoietic system | immune system | mortality/aging	
mouse	Ptpn11	MGI:99511	Chr5 F	Chr5:121268596-121329460 (-)	GRCm39	dilated cardiomyopathy | disease of metabolism | hepatocellular adenoma | hypertrophic cardiomyopathy | idiopathic scoliosis | juvenile myelomonocytic leukemia | Noonan syndrome 1 | Noonan syndrome with multiple lentigines	adipose tissue | behavior/neurological | cardiovascular system | cellular | craniofacial | digestive/alimentary system | embryo | endocrine/exocrine glands | growth/size/body | hearing/vestibular/ear | hematopoietic system | homeostasis/metabolism | immune system | integument | limbs/digits/tail | liver/biliary system | mortality/aging | muscle | neoplasm | nervous system | pigmentation | reproductive system | respiratory system | skeleton | vision/eye	
mouse	Q	MGI:97832		Chr8:68575902-94900432	GRCm39		behavior/neurological | integument | limbs/digits/tail | mortality/aging | pigmentation	
mouse	Rad50	MGI:109292	Chr11 A5-B1	Chr11:53540346-53598146 (-)	GRCm39		behavior/neurological | cellular | digestive/alimentary system | embryo | endocrine/exocrine glands | growth/size/body | hematopoietic system | immune system | integument | limbs/digits/tail | liver/biliary system | mortality/aging | neoplasm | nervous system | pigmentation | reproductive system | respiratory system	
mouse	Rad51	MGI:97890	Chr2 F1	Chr2:118943295-118966554 (+)	GRCm39		cellular | embryo | endocrine/exocrine glands | growth/size/body | homeostasis/metabolism | mortality/aging | reproductive system	
mouse	Rad51b	MGI:1099436		Chr12:79344056-79861464 (+)	GRCm39		mortality/aging	
mouse	Rad51c	MGI:2150020		Chr11:87267471-87295780 (-)	GRCm39		cellular | embryo | endocrine/exocrine glands | growth/size/body | mortality/aging | reproductive system	
mouse	Rae1	MGI:1913929		Chr2:172841910-172857532 (+)	GRCm39		cellular | embryo | homeostasis/metabolism | mortality/aging | neoplasm	
mouse	Rangap1	MGI:103071		Chr15:81588449-81614120 (-)	GRCm39		embryo | growth/size/body | mortality/aging	
mouse	Rapgef1	MGI:104580	Chr2 B	Chr2:29509732-29630376 (+)	GRCm39		cardiovascular system | cellular | embryo | homeostasis/metabolism | mortality/aging | muscle | nervous system | vision/eye	
mouse	Rbbp6	MGI:894835	Chr7 F3	Chr7:122568980-122601795 (+)	GRCm39		cellular | embryo | growth/size/body | mortality/aging	
mouse	Rbx1	MGI:1891829		Chr15:81350517-81360570 (+)	GRCm39		cellular | embryo | growth/size/body | mortality/aging	
mouse	Rev3l	MGI:1337131		Chr10:39608114-39751207 (+)	GRCm39		behavior/neurological | cardiovascular system | cellular | craniofacial | embryo | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | mortality/aging | neoplasm | nervous system | vision/eye	
mouse	Rfk	MGI:1914688	Chr19 B	Chr19:17371407-17378713 (+)	GRCm39		endocrine/exocrine glands | hematopoietic system | homeostasis/metabolism | immune system | mortality/aging | renal/urinary system | reproductive system | vision/eye	
mouse	Ric8a	MGI:2141866		Chr7:140437310-140443644 (+)	GRCm39		adipose tissue | behavior/neurological | cellular | mortality/aging | nervous system | vision/eye	
mouse	Rint1	MGI:1916233		Chr5:23992709-24025367 (+)	GRCm39		embryo | endocrine/exocrine glands | homeostasis/metabolism | integument | liver/biliary system | mortality/aging | muscle | neoplasm | nervous system | reproductive system | respiratory system	
mouse	Rpl38	MGI:1914921	Chr11 G1	Chr11:114559350-114563157 (+)	GRCm39	otitis media	cardiovascular system | cellular | craniofacial | digestive/alimentary system | embryo | growth/size/body | hearing/vestibular/ear | hematopoietic system | homeostasis/metabolism | immune system | integument | limbs/digits/tail | mortality/aging | nervous system | pigmentation | reproductive system | respiratory system | skeleton	
mouse	Rptor	MGI:1921620	Chr11 E2	Chr11:119493731-119790402 (+)	GRCm39		adipose tissue | behavior/neurological | cardiovascular system | cellular | digestive/alimentary system | embryo | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | liver/biliary system | mortality/aging | muscle | reproductive system | skeleton	
mouse	Cse1l	MGI:1339951		Chr2:166747961-166788309 (+)	GRCm39		embryo | growth/size/body | mortality/aging	
mouse	Csnk2b	MGI:88548		Chr17:35335172-35341029 (-)	GRCm39		behavior/neurological | cellular | embryo | endocrine/exocrine glands | growth/size/body | homeostasis/metabolism | mortality/aging | nervous system | reproductive system	
mouse	Cul1	MGI:1349658	Chr6 B3	Chr6:47430666-47503078 (+)	GRCm39		cellular | embryo | growth/size/body | mortality/aging	
mouse	Cul3	MGI:1347360	Chr1 C4	Chr1:80242640-80318197 (-)	GRCm39		behavior/neurological | cardiovascular system | cellular | embryo | growth/size/body | homeostasis/metabolism | liver/biliary system | mortality/aging | muscle | nervous system | reproductive system	
mouse	Cxxc1	MGI:1921572		Chr18:74349283-74354564 (+)	GRCm39		embryo | mortality/aging | reproductive system	
mouse	Cyp17a1	MGI:88586		Chr19:46655604-46661439 (-)	GRCm39		adipose tissue | behavior/neurological | cardiovascular system | cellular | growth/size/body | hearing/vestibular/ear | homeostasis/metabolism | mortality/aging | reproductive system | skeleton	
mouse	Dad1	MGI:101912		Chr14:54472942-54491386 (-)	GRCm39		cellular | embryo | endocrine/exocrine glands | growth/size/body | hematopoietic system | immune system | limbs/digits/tail | mortality/aging	
mouse	Del(2Gm13672-Hoxd11)68Ddu	MGI:5587810					embryo | mortality/aging | nervous system | reproductive system | skeleton	
mouse	Del(8Atp6v0d1-Agrp)1Rpa	MGI:5582316					mortality/aging	
mouse	Del(16Zfp520-Slc25a1)1Awb	MGI:3701442					behavior/neurological | cardiovascular system | embryo | mortality/aging | nervous system	
mouse	Dgcr8	MGI:2151114	Chr16 B1	Chr16:18071812-18107110 (-)	GRCm39		behavior/neurological | cardiovascular system | cellular | embryo | growth/size/body | hearing/vestibular/ear | mortality/aging | muscle | nervous system	
mouse	Dhps	MGI:2683592		Chr8:85798386-85801791 (+)	GRCm39		cellular | embryo | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | mortality/aging | renal/urinary system	
mouse	Dhx9	MGI:108177		Chr1:153331504-153363406 (-)	GRCm39		cellular | embryo | immune system | mortality/aging	
mouse	Dhx36	MGI:1919412		Chr3:62375434-62414425 (-)	GRCm39		cellular | endocrine/exocrine glands | growth/size/body | hematopoietic system | immune system | integument | liver/biliary system | mortality/aging | renal/urinary system	
mouse	Dicer1	MGI:2177178	Chr12 E-F1	Chr12:104654001-104718211 (-)	GRCm39	DiGeorge syndrome | dilated cardiomyopathy	behavior/neurological | cardiovascular system | cellular | craniofacial | digestive/alimentary system | embryo | endocrine/exocrine glands | growth/size/body | hearing/vestibular/ear | hematopoietic system | homeostasis/metabolism | immune system | integument | limbs/digits/tail | liver/biliary system | mortality/aging | muscle | neoplasm | nervous system | renal/urinary system | reproductive system | respiratory system | skeleton | vision/eye	
mouse	Dkc1	MGI:1861727		ChrX:74139460-74153382 (+)	GRCm39	dyskeratosis congenita	adipose tissue | cellular | embryo | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | mortality/aging | neoplasm | renal/urinary system | reproductive system | respiratory system	
mouse	Dld	MGI:107450		Chr12:31381561-31401470 (-)	GRCm39		embryo | growth/size/body | mortality/aging	
mouse	Dmbt1	MGI:106210	Chr7 F4	Chr7:130633787-130723357 (+)	GRCm39		cellular | digestive/alimentary system | embryo | hearing/vestibular/ear | homeostasis/metabolism | immune system | mortality/aging | neoplasm | renal/urinary system	
mouse	Dnaja3	MGI:1933786		Chr16:4501934-4525559 (+)	GRCm39		behavior/neurological | cardiovascular system | cellular | embryo | growth/size/body | homeostasis/metabolism | mortality/aging | muscle	
mouse	Dpagt1	MGI:1196396		Chr9:44237316-44245197 (+)	GRCm39		embryo | mortality/aging	
mouse	Abce1	MGI:1195458	Chr8 C	Chr8:80410091-80438369 (-)	GRCm39		endocrine/exocrine glands | hematopoietic system | homeostasis/metabolism | immune system | mortality/aging | nervous system | reproductive system | vision/eye	
mouse	Acaca	MGI:108451		Chr11:84020498-84292477 (+)	GRCm39		embryo | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | liver/biliary system | mortality/aging	
