Organism	Gene Symbol	ID	Genetic Location	Genome Coordinates	Build	Associated Human Diseases	Abnormal Mouse Phenotypes	
mouse	Cyba	MGI:1316658	Chr8 E1	Chr8:123151515-123159669 (-)	GRCm39		behavior/neurological | cardiovascular system | cellular | digestive/alimentary system | growth/size/body | hearing/vestibular/ear | hematopoietic system | homeostasis/metabolism | immune system | nervous system | respiratory system | vision/eye	
human	CYBB	HGNC:2578	ChrX p21.1-p11.4	ChrX:37780018-37813461 (+)	GRCh38	chronic granulomatous disease | immunodeficiency 34 | X-linked chronic granulomatous disease		
mouse	Cybb	MGI:88574		ChrX:9301493-9354005 (-)	GRCm39	chronic granulomatous disease | systemic lupus erythematosus	adipose tissue | behavior/neurological | cardiovascular system | cellular | digestive/alimentary system | embryo | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | mortality/aging | muscle | neoplasm | nervous system | renal/urinary system	
human	CYBC1	HGNC:28672	Chr17 q25.3	Chr17:82440912-82450829 (-)	GRCh38	autosomal recessive chronic granulomatous disease 5		
human	CYCS	HGNC:19986	Chr7 p15.3	Chr7:25118656-25125260 (-)	GRCh38	cholangiocarcinoma | lung non-small cell carcinoma | pancreatic cancer | thrombocytopenia		
human	CYP1A1	HGNC:2595	Chr15 q24.1	Chr15:74719542-74725536 (-)	GRCh38	acute lymphoblastic leukemia | acute myeloid leukemia | ankylosing spondylitis | Behcet's disease | biliary tract cancer | breast cancer | bronchitis | chronic myeloid leukemia | chronic obstructive pulmonary disease | clubfoot | cystic fibrosis | diabetes mellitus | end stage renal disease | endometrial cancer | esophageal cancer | esophagus squamous cell carcinoma | gallbladder cancer | Graves' disease | head and neck cancer | hypospadias | lung cancer | multiple myeloma | oral cavity cancer | oral squamous cell carcinoma | Parkinson's disease | periodontitis | pneumonia | polycystic ovary syndrome | porphyria cutanea tarda | prostate cancer | psoriasis | psoriatic arthritis | reactive arthritis | renal cell carcinoma | Sjogren's syndrome | stomach cancer | systemic lupus erythematosus | type 2 diabetes mellitus | urinary bladder cancer		
human	CYP1A2	HGNC:2596	Chr15 q24.1	Chr15:74748845-74756607 (+)	GRCh38	breast cancer | chronic obstructive pulmonary disease | endometrial cancer | porphyria cutanea tarda		
mouse	Cyp2c	MGI:6404521					homeostasis/metabolism | immune system | liver/biliary system	
human	CYP2C19	HGNC:2621	Chr10 q23.33	Chr10:94762681-94855547 (+)	GRCh38	breast cancer | eosinophilic esophagitis | head and neck squamous cell carcinoma | hepatocellular carcinoma | invasive aspergillosis | multiple chemical sensitivity | multiple myeloma | peptic ulcer disease | Plasmodium falciparum malaria | sickle cell anemia | tuberculosis		
human	CYP2E1	HGNC:2631	Chr10 q26.3	Chr10:133520406-133561220 (+)	GRCh38	acoustic neuroma | alcoholic liver cirrhosis | chronic obstructive pulmonary disease | colorectal cancer | hepatocellular carcinoma | high grade glioma | liver disease | nasopharynx carcinoma | oral cavity cancer | oral squamous cell carcinoma | pneumonia | steatotic liver disease | stomach cancer		
human	CYP3A4	HGNC:2637	Chr7 q22.1	Chr7:99756960-99784248 (-)	GRCh38	familial mediterranean fever		
human	CYP4F22	HGNC:26820	Chr19 p13.12	Chr19:15508525-15552317 (+)	GRCh38	autosomal recessive congenital ichthyosis 5		
human	CYP7B1	HGNC:2652	Chr8 q12.3	Chr8:64586575-64798737 (-)	GRCh38	congenital bile acid synthesis defect 3 | hereditary spastic paraplegia 5A		
mouse	Cyp19a1	MGI:88587		Chr9:54073221-54175394 (-)	GRCm39	aromatase excess syndrome | Sjogren's syndrome	adipose tissue | behavior/neurological | cardiovascular system | cellular | digestive/alimentary system | endocrine/exocrine glands | growth/size/body | hearing/vestibular/ear | hematopoietic system | homeostasis/metabolism | immune system | integument | liver/biliary system | muscle | neoplasm | nervous system | pigmentation | renal/urinary system | reproductive system | skeleton | vision/eye	
mouse	Cys1	MGI:2177632		Chr12:24715832-24731794 (-)	GRCm39	autosomal recessive polycystic kidney disease	behavior/neurological | digestive/alimentary system | endocrine/exocrine glands | growth/size/body | hearing/vestibular/ear | hematopoietic system | homeostasis/metabolism | immune system | liver/biliary system | mortality/aging | nervous system | renal/urinary system	
mouse	Cysltr1	MGI:1926218	ChrX D	ChrX:105617952-105647285 (-)	GRCm39		cardiovascular system | cellular | immune system | renal/urinary system | respiratory system	
mouse	Cysltr2	MGI:1917336		Chr14:73263043-73286554 (-)	GRCm39		cardiovascular system | growth/size/body | homeostasis/metabolism | immune system | integument | limbs/digits/tail | liver/biliary system | renal/urinary system | respiratory system | skeleton	
mouse	Cyth2	MGI:1334255	Chr7 B3	Chr7:45456058-45463857 (-)	GRCm39		hematopoietic system | immune system | nervous system	
mouse	Cytl1	MGI:2684993		Chr5:37892863-37897164 (+)	GRCm39		cardiovascular system | growth/size/body | immune system | respiratory system | skeleton	
human	DAW1	HGNC:26383	Chr2 q36.3	Chr2:227871054-227924344 (+)	GRCh38	primary ciliary dyskinesia		
mouse	Dbacl	MGI:3840622					endocrine/exocrine glands | immune system	
human	DBT	HGNC:2698	Chr1 p21.2	Chr1:100186919-100249834 (-)	GRCh38	maple syrup urine disease		
human	DCLRE1B	HGNC:17641	Chr1 p13.2	Chr1:113904619-113914086 (+)	GRCh38	dyskeratosis congenita		
human	DCLRE1C	HGNC:17642	Chr10 p13	Chr10:14897359-14954432 (-)	GRCh38	common variable immunodeficiency | Omenn syndrome | severe combined immunodeficiency | severe combined immunodeficiency with sensitivity to ionizing radiation		
mouse	Dcn	MGI:94872		Chr10:97315471-97354005 (+)	GRCm39	congenital stromal corneal dystrophy | Ehlers-Danlos syndrome	behavior/neurological | cellular | craniofacial | digestive/alimentary system | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | muscle | neoplasm | renal/urinary system | reproductive system | skeleton | vision/eye	
human	DDB2	HGNC:2718	Chr11 p11.2	Chr11:47214454-47239217 (+)	GRCh38	xeroderma pigmentosum | xeroderma pigmentosum group E		
mouse	Ddc	MGI:94876	Chr11 A1-A4	Chr11:11764101-11848144 (-)	GRCm39	aromatic L-amino acid decarboxylase deficiency	behavior/neurological | cardiovascular system | cellular | craniofacial | embryo | growth/size/body | homeostasis/metabolism | immune system | mortality/aging | nervous system | renal/urinary system | reproductive system | skeleton | vision/eye	
mouse	Ddit3	MGI:109247		Chr10:127126662-127132160 (+)	GRCm39		adipose tissue | behavior/neurological | cellular | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | liver/biliary system | nervous system	
human	DDR2	HGNC:2731	Chr1 q23.3	Chr1:162630863-162787405 (+)	GRCh38	adenosquamous gallbladder carcinoma | colorectal cancer | gallbladder adenocarcinoma | oral squamous cell carcinoma | osteoarthritis | spondylometaepiphyseal dysplasia, short limb-hand type | stomach cancer		
mouse	Defb3	MGI:1351612	Chr8 A4	Chr8:19343376-19345307 (+)	GRCm39		hematopoietic system | immune system | vision/eye	
mouse	Del(1Aim2-Ifi205)1Stsn	MGI:5789625					cellular | digestive/alimentary system | hematopoietic system | immune system	
mouse	Del(6Ephb6-Trpv6)1Mhed	MGI:5584121					behavior/neurological | digestive/alimentary system | growth/size/body | homeostasis/metabolism | immune system | integument | renal/urinary system | reproductive system | skeleton	
mouse	Del(9Hspb2-Cryab)1Wawr	MGI:5582722					adipose tissue | behavior/neurological | craniofacial | digestive/alimentary system | growth/size/body | immune system | muscle | nervous system | skeleton | vision/eye	
mouse	Del(10Prmt2-Col6a1)1Yah	MGI:4868458		Chr10:76043060-76561878	GRCm39		behavior/neurological | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | respiratory system	
mouse	Del(13Naip1-Naip5)1Vnce	MGI:6246517		Chr13:100382831-100544278	GRCm39		homeostasis/metabolism | immune system	
mouse	Del(14Ltb4r2-Ltb4r1)1Bodd	MGI:6160870					cellular | hematopoietic system | immune system | skeleton	
mouse	Del(19Poll-Dcpd)1Nmt	MGI:5583961				primary ciliary dyskinesia	cellular | craniofacial | growth/size/body | immune system | mortality/aging | nervous system | reproductive system | respiratory system | skeleton	
mouse	Derm1	MGI:1890944					immune system | integument	
mouse	Derms	MGI:2669279					immune system | integument	
human	DGKE	HGNC:2852	Chr17 q22	Chr17:56834107-56869567 (+)	GRCh38	nephrotic syndrome type 7		
human	DHCR7	HGNC:2860	Chr11 q13.4	Chr11:71428193-71452868 (-)	GRCh38	Behcet's disease | Smith-Lemli-Opitz syndrome		
mouse	Diaph1	MGI:1194490		Chr18:37976654-38068529 (-)	GRCm39		cellular | craniofacial | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | mortality/aging | skeleton	
human	DICER1	HGNC:17098	Chr14 q32.13	Chr14:95086228-95158010 (-)	GRCh38	colorectal cancer | DICER1 syndrome | hepatocellular carcinoma | multinodular goiter | nephroma | pleuropulmonary blastoma		
mouse	Dicer1	MGI:2177178	Chr12 E-F1	Chr12:104654001-104718211 (-)	GRCm39	DiGeorge syndrome | dilated cardiomyopathy	behavior/neurological | cardiovascular system | cellular | craniofacial | digestive/alimentary system | embryo | endocrine/exocrine glands | growth/size/body | hearing/vestibular/ear | hematopoietic system | homeostasis/metabolism | immune system | integument | limbs/digits/tail | liver/biliary system | mortality/aging | muscle | neoplasm | nervous system | renal/urinary system | reproductive system | respiratory system | skeleton | vision/eye	
mouse	Dido1	MGI:1344352		Chr2:180299757-180351792 (-)	GRCm39	myelodysplastic/myeloproliferative neoplasm	behavior/neurological | cellular | embryo | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | liver/biliary system | mortality/aging | nervous system | reproductive system	
human	DKC1	HGNC:2890	ChrX q28	ChrX:154762742-154777689 (+)	GRCh38	aplastic anemia | dyskeratosis congenita | X-linked dyskeratosis congenita		
mouse	Dkc1	MGI:1861727		ChrX:74139460-74153382 (+)	GRCm39	dyskeratosis congenita	adipose tissue | cellular | embryo | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | mortality/aging | neoplasm | renal/urinary system | reproductive system | respiratory system	
human	DLAT	HGNC:2896	Chr11 q23.1	Chr11:112025033-112064404 (+)	GRCh38	pyruvate decarboxylase deficiency		
human	DLD	HGNC:2898	Chr7 q31.1	Chr7:107891107-107931730 (+)	GRCh38	maple syrup urine disease		
mouse	Dlk1	MGI:94900	Chr12 E-F1	Chr12:109418749-109429262 (+)	GRCm39		adipose tissue | cardiovascular system | cellular | embryo | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | liver/biliary system | mortality/aging | muscle | reproductive system | skeleton | vision/eye	
mouse	Dmbt1	MGI:106210	Chr7 F4	Chr7:130633787-130723357 (+)	GRCm39		cellular | digestive/alimentary system | embryo | hearing/vestibular/ear | homeostasis/metabolism | immune system | mortality/aging | neoplasm | renal/urinary system	
mouse	Dmd	MGI:94909	ChrX C	ChrX:81992476-84249747 (+)	GRCm39	Becker muscular dystrophy | Duchenne muscular dystrophy	adipose tissue | behavior/neurological | cardiovascular system | cellular | digestive/alimentary system | endocrine/exocrine glands | growth/size/body | hearing/vestibular/ear | hematopoietic system | homeostasis/metabolism | immune system | limbs/digits/tail | mortality/aging | muscle | nervous system | reproductive system | skeleton | vision/eye	
human	DNAAF1	HGNC:30539	Chr16 q24.1	Chr16:84145287-84178767 (+)	GRCh38	primary ciliary dyskinesia 13		
human	DNAAF2	HGNC:20188	Chr14 q21.3	Chr14:49625174-49635244 (-)	GRCh38	primary ciliary dyskinesia 10		
human	DNAAF3	HGNC:30492	Chr19 q13.42	Chr19:55158661-55166722 (-)	GRCh38	primary ciliary dyskinesia 2		
human	DNAAF4	HGNC:21493	Chr15 q21.3	Chr15:55410525-55508234 (-)	GRCh38	dyslexia | primary ciliary dyskinesia 25		
human	DNAAF5	HGNC:26013	Chr7 p22.3	Chr7:726699-786475 (+)	GRCh38	primary ciliary dyskinesia 18		
mouse	Dnaaf5	MGI:3616079		Chr5:139135978-139172265 (+)	GRCm39	male infertility | primary ciliary dyskinesia	cellular | embryo | growth/size/body | immune system | mortality/aging | nervous system | reproductive system | respiratory system | skeleton	
human	DNAAF6	HGNC:28570	ChrX q22.3	ChrX:107206611-107244247 (+)	GRCh38	primary ciliary dyskinesia 36		
human	DNAAF11	HGNC:16725	Chr8 q24.22	Chr8:132570416-132702913 (-)	GRCh38	primary ciliary dyskinesia 19		
human	DNAH5	HGNC:2950	Chr5 p15.2	Chr5:13690328-14011818 (-)	GRCh38	Kartagener syndrome | primary ciliary dyskinesia 3		
mouse	Dnah5	MGI:107718		Chr15:28203898-28472198 (+)	GRCm39	Kartagener syndrome | otitis media | primary ciliary dyskinesia | primary ciliary dyskinesia 3 | tetralogy of Fallot | visceral heterotaxy	behavior/neurological | cardiovascular system | cellular | craniofacial | digestive/alimentary system | endocrine/exocrine glands | growth/size/body | hearing/vestibular/ear | hematopoietic system | homeostasis/metabolism | immune system | liver/biliary system | mortality/aging | muscle | nervous system | renal/urinary system | respiratory system | skeleton	
human	DNAH7	HGNC:18661	Chr2 q32.3	Chr2:195737703-196068837 (-)	GRCh38	primary ciliary dyskinesia		
human	DNAH9	HGNC:2953	Chr17 p12	Chr17:11598470-11969748 (+)	GRCh38	primary ciliary dyskinesia 40		
human	DNAH11	HGNC:2942	Chr7 p15.3	Chr7:21543039-21901839 (+)	GRCh38	Kartagener syndrome | primary ciliary dyskinesia 7		
human	DNAI1	HGNC:2954	Chr9 p13.3	Chr9:34457414-34520988 (+)	GRCh38	Kartagener syndrome | primary ciliary dyskinesia 1		
mouse	Dnai1	MGI:1916172		Chr4:41569775-41638158 (+)	GRCm39	Kartagener syndrome | primary ciliary dyskinesia 1 | visceral heterotaxy	cardiovascular system | cellular | craniofacial | growth/size/body | hematopoietic system | immune system | mortality/aging | nervous system | respiratory system | skeleton	
